branch-misses_FEATURE_CONFIG,branch-misses_FEATURE_TYPE,branch-misses_INTERCEPT,branch-misses_R-VAL,branches_FEATURE_CONFIG,branches_FEATURE_TYPE,branches_INTERCEPT,branches_R-VAL,context-switches_FEATURE_CONFIG,context-switches_FEATURE_TYPE,context-switches_INTERCEPT,context-switches_R-VAL,cpu-migrations_FEATURE_CONFIG,cpu-migrations_FEATURE_TYPE,cpu-migrations_INTERCEPT,cpu-migrations_R-VAL,cycles_FEATURE_CONFIG,cycles_FEATURE_TYPE,cycles_INTERCEPT,cycles_R-VAL,instructions_FEATURE_CONFIG,instructions_FEATURE_TYPE,instructions_INTERCEPT,instructions_R-VAL,page-faults_FEATURE_CONFIG,page-faults_FEATURE_TYPE,page-faults_INTERCEPT,page-faults_R-VAL,stalled-cycles-frontend_FEATURE_CONFIG,stalled-cycles-frontend_FEATURE_TYPE,stalled-cycles-frontend_INTERCEPT,stalled-cycles-frontend_R-VAL,task-clock_FEATURE_CONFIG,task-clock_FEATURE_TYPE,task-clock_INTERCEPT,task-clock_R-VAL,label
3.5,POWER,12245.037323079283,-1.3300706733022227e-08,1,POLYNOMIAL,355926.7973856209,4.401444788438472,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,3,POWER,1646874.305442531,-0.00010373483047109865,1,POLYNOMIAL,2204064.5555555536,19.0175438597102,0.4,FRACTIONAL_POWER,120.50092484718787,1.475029227291137,5,POWER,2285182.0602638447,-2.6855097709205135e-08,0.9,FRACTIONAL_POWER,2.2942467453889024,0.32860633500950787,0
0,LOG_POLYNOMIAL,12116.890361362091,60.77982725416889,1,POLYNOMIAL,356370.89926700003,73.48262161135341,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,1665320.4505574869,9902.978299914355,1,POLYNOMIAL,2207178.7827510987,310.5577218892469,0,LOG_POLYNOMIAL,121.6449440848297,-0.265751407308957,0.9,FRACTIONAL_POWER,2382155.3977793553,-28671.755985605585,0.1,FRACTIONAL_POWER,2.4449654990222314,-5.13092201600469,0
1,POLYNOMIAL,12371.937142857143,2.9875630252100316,1,POLYNOMIAL,356527.55102040817,65.30074429771659,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.8,FRACTIONAL_POWER,1689013.11957064,-48615.93850286481,1,POLYNOMIAL,2207787.591020409,330.6136854741658,0.1,FRACTIONAL_POWER,122.64965809041732,13.653859312209507,8,LOG_POLYNOMIAL,2329763.5360967405,-2.0249172304507331e-10,1.5,POWER,2.3852295227770193,3.0243849570216494e-10,0
0,LOG_POLYNOMIAL,12231.857275009559,27.340442908989065,1,POLYNOMIAL,356377.2671270052,55.04903784475692,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,8,POLYNOMIAL,1668629.2740697777,1.212698922857413e-11,1,POLYNOMIAL,2207189.667425168,249.84311425093085,0.8,FRACTIONAL_POWER,120.34105411859615,0.8762823317849412,8,POLYNOMIAL,2306220.6459211684,1.1821263282169135e-11,2,LOG_POLYNOMIAL,2.3795220157780737,2.823428689128513e-06,0
0,LOG_POLYNOMIAL,12247.457745984804,52.70384655866335,1,POLYNOMIAL,356387.498915183,142.36827438658358,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.3,FRACTIONAL_POWER,1692158.2156644242,-234612.50910443463,1,POLYNOMIAL,2207173.568091004,670.318510775598,0.1,FRACTIONAL_POWER,122.06165597051353,-20.61970540418537,0.4,FRACTIONAL_POWER,2315410.832948355,-351028.9595773506,0.9,FRACTIONAL_POWER,2.3941399877530087,-0.2928189419574708,0
1,POLYNOMIAL,12310.788043204884,2.4776480766715308,1,POLYNOMIAL,357166.48286688677,103.10869918259132,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,2,LOG_POLYNOMIAL,1665987.0799592668,0.29823500808876297,1,POLYNOMIAL,2210947.7637384194,452.85318395802625,7,POLYNOMIAL,120.77297081351915,1.1646607960244215e-14,0.6,FRACTIONAL_POWER,2272634.43233531,95711.34211681328,0.6,FRACTIONAL_POWER,2.4412738243448655,-0.3666039650595135,0
1,POLYNOMIAL,12414.837541420175,5.718561746897703,1,POLYNOMIAL,357939.23693417176,239.48306808932753,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1669335.8796909528,943.9152400849005,1,POLYNOMIAL,2216387.3946338324,1331.839771414771,0.8,FRACTIONAL_POWER,121.66989325309328,-2.922598195262315,0.1,FRACTIONAL_POWER,2313320.420806719,-939698.4993260184,0.8,FRACTIONAL_POWER,2.510164945106942,-0.30971126497641466,0
1,POLYNOMIAL,12205.829721629265,1.884905160535052,1,POLYNOMIAL,353844.92272435385,661.5847311620457,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1638079.176533741,1436.9912472826263,1,POLYNOMIAL,2192291.0214339746,3023.9166804648316,5,LOG_POLYNOMIAL,122.7947755735017,-1.1546396972884502e-16,1,POLYNOMIAL,2384621.9112404804,486.68155025702947,1,LOG_POLYNOMIAL,2.4466149603234038,0.00011262323071861105,0
1,POLYNOMIAL,12275.863083548702,0.26146337436762024,1,POLYNOMIAL,353749.2812704738,641.3330641364875,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1655949.1371024302,1244.3771907075122,1,POLYNOMIAL,2191415.015153833,2933.3553554781147,5,LOG_POLYNOMIAL,122.61664743831578,-8.100530984231848e-17,1,POLYNOMIAL,2305241.1887419564,322.5377610056478,1,POLYNOMIAL,2.4382376786473263,0.0007942928709905083,0
1,POLYNOMIAL,12533.91020408164,7.819207683072991,2,POLYNOMIAL,359051.21469983604,10.746121491163498,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,LOG_POLYNOMIAL,1677986.0873376273,231.50570441837735,2,POLYNOMIAL,2222888.11961865,43.27266206330753,8,LOG_POLYNOMIAL,119.1638991830339,4.454204943563452e-15,2,LOG_POLYNOMIAL,2292880.9465027424,3.6220605059384474,0.4,FRACTIONAL_POWER,2.4777179994975502,-0.518849962316219,0
0.9,FRACTIONAL_POWER,12148.872341086539,57.600874385098905,4,POWER,356105.158640015,1.9340528926136968e-14,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.9,FRACTIONAL_POWER,1668858.2391534387,-34247.987082690066,4,POWER,2202654.2914361926,1.0239415658343335e-13,0.9,FRACTIONAL_POWER,122.37905471354652,1.4991374612645543,0.9,FRACTIONAL_POWER,2343961.1205758094,-81918.46744864296,0.1,FRACTIONAL_POWER,2.3911496125212497,-2.2386628172811434,0
1,POLYNOMIAL,12268.277551020406,8.17186074429765,2,POLYNOMIAL,355553.5666914941,3.694738856733686,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.8,FRACTIONAL_POWER,1677472.040158985,-51890.99260031825,2,POLYNOMIAL,2202706.5564308055,19.741273813854626,2,POWER,119.42937671820269,-1.5404725984323325e-15,0.1,FRACTIONAL_POWER,2288452.2953510038,-831696.9079513373,7,LOG_POLYNOMIAL,2.3366382118368505,6.456095842983472e-14,0
1,POLYNOMIAL,12492.070378069157,1.7232303146490968,1,POLYNOMIAL,359337.53056313517,262.0072585833861,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1695684.1265621246,568.2743359023157,1,POLYNOMIAL,2229212.018887717,1246.5621797373772,0,LOG_POLYNOMIAL,126.34342213521587,-0.2090075420440822,1,POLYNOMIAL,2337969.2912012283,198.53387624249385,0,LOG_POLYNOMIAL,1.9670400775629044,0.076798690470716,0
0.9,FRACTIONAL_POWER,12448.976419202581,-222.39919747468588,1,POLYNOMIAL,357472.42005268385,33.46602125378195,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,3,POLYNOMIAL,1692118.6758803413,4.1599460848979596e-05,1,POLYNOMIAL,2214116.724598554,149.6345654202753,0.9,FRACTIONAL_POWER,120.27209546350197,-1.5665822234648592,0.9,FRACTIONAL_POWER,2297534.5412713774,-111520.36249688694,1,POLYNOMIAL,2.3257245465561787,0.00015494470909927757,0
0,LOG_POLYNOMIAL,12214.177180324514,17.918857533005063,1,POLYNOMIAL,356029.8258132293,46.65722084707279,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.9,FRACTIONAL_POWER,1695372.0952692472,-72843.49694091016,1,POLYNOMIAL,2205148.6251204214,215.18422390199615,0.9,FRACTIONAL_POWER,118.33304161589183,0.4956853071821328,0.9,FRACTIONAL_POWER,2342426.771980981,-115878.57656059517,8,POLYNOMIAL,2.435417673490137,1.2426199818065298e-17,0
0.1,FRACTIONAL_POWER,12312.786410790877,978.1151441056504,1,POLYNOMIAL,355446.11346938775,256.1853541416545,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.6,FRACTIONAL_POWER,1719789.8691126613,-178345.63709014238,1,POLYNOMIAL,2201999.710204081,1167.4145018007257,0.6,FRACTIONAL_POWER,119.56873512785933,-1.6245042619905645,0.6,FRACTIONAL_POWER,2394354.7517412873,-250375.7247116009,0.8,FRACTIONAL_POWER,2.3406117772055315,0.35735788531301654,0
1,LOG_POLYNOMIAL,12564.678596531701,0.12678464583660579,1,POLYNOMIAL,361449.87884403573,100.66943689635018,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,7,LOG_POLYNOMIAL,1711577.6202049172,3.0419164365829536e-12,1,POLYNOMIAL,2240994.9616401135,464.74138043036606,0.8,FRACTIONAL_POWER,123.33093114304306,1.4966001533237079,0.4,FRACTIONAL_POWER,2318293.806971381,239778.98434840335,7,LOG_POLYNOMIAL,2.5442988234485737,-2.1649118562961538e-17,0
1,POLYNOMIAL,12606.10691895795,2.8698713672294067,1,POLYNOMIAL,361972.9596689316,377.5404990421751,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1734338.0283446747,913.8334699718505,1,POLYNOMIAL,2243544.015923394,1964.2611577069035,0,LOG_POLYNOMIAL,125.30951188561228,-0.21447027569781588,1,POLYNOMIAL,2407285.603595724,204.94227511754775,1,POLYNOMIAL,2.4555838631403804,0.0005800090733563057,0
0,LOG_POLYNOMIAL,12360.812766733667,26.592952509064606,1,POLYNOMIAL,357373.20422199543,45.15545337873993,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,LOG_POLYNOMIAL,1712621.5811561926,60.39110229443796,1,POLYNOMIAL,2213393.4557792787,211.70340305320053,0.9,FRACTIONAL_POWER,120.6423244552398,-1.2912376846656772,1,POLYNOMIAL,2343217.6295550214,665.896250399401,8,POLYNOMIAL,2.379606193951887,2.6122498792291677e-17,0
1,POLYNOMIAL,12293.446551553237,0.06298437751842514,1,LOG_POLYNOMIAL,354424.77938865265,6.143490678406486,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,2,LOG_POLYNOMIAL,1678658.419558771,0.014149735746651926,1,LOG_POLYNOMIAL,2194673.823183749,33.56926898473406,4,POWER,119.42857142857137,3.573014899823437e-13,5,LOG_POLYNOMIAL,2299263.6204583948,6.794732749648891e-12,4,POWER,2.380204081632654,-6.143729516053859e-14,0
0.9,FRACTIONAL_POWER,12365.934600358309,-113.73498449343177,1,POLYNOMIAL,355537.0206131982,42.60654511798711,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,2,POLYNOMIAL,1724081.7512692036,3.1664764939545638,1,LOG_POLYNOMIAL,2204061.504127403,32.915471261636434,0.6,FRACTIONAL_POWER,120.26188772017763,3.0993215905262486,0.4,FRACTIONAL_POWER,2414783.813557252,312073.27648841124,0.1,FRACTIONAL_POWER,2.445990891736583,1.3905085903915453,0
0.6,FRACTIONAL_POWER,12300.099395835376,818.1617898270227,1,POLYNOMIAL,356462.6915980456,-0.8351553216934914,0,LOGLOG_POLYNOMIAL,0.0,0.0,0,LOGLOG_POLYNOMIAL,0.0,0.0,0.1,FRACTIONAL_POWER,1666047.6692258802,277932805.8525402,0,LOG_POLYNOMIAL,2208201.877511954,-118.70835959680981,1,LOG_POLYNOMIAL,120.10555613147622,-0.0017667711694203166,0.1,FRACTIONAL_POWER,2311389.3899552077,638051923.2728685,3,LOGLOG_POLYNOMIAL,2.372708966671877,4.782600318971046e-08,0
0,LOG_POLYNOMIAL,12363.01381585203,11.275732294738205,1,POLYNOMIAL,355731.62014718074,241.098371805108,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,LOG_POLYNOMIAL,1668637.7586854068,72.02968850163937,1,POLYNOMIAL,2204519.076185878,1109.1991977355738,0.9,FRACTIONAL_POWER,119.31257784371925,-1.3938626187509933,1,POLYNOMIAL,2277411.2951239804,272.79531959504214,0.9,FRACTIONAL_POWER,2.4508745002665866,-0.2119072880839055,0
1,POLYNOMIAL,12248.76084972615,4.8064604213084445,1,POLYNOMIAL,356663.5170143077,1944.2535582905268,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,2711516.1668907832,7705.70238123182,1,POLYNOMIAL,2210152.6529337964,8859.78782619359,1,POLYNOMIAL,119.68630658760996,-0.0037246418954427728,1,POLYNOMIAL,4166555.52355722,7595.577297936371,1,POLYNOMIAL,1.7209090329871528,0.003688344002655872,0
1,POLYNOMIAL,12442.593469387755,4.510060024009517,1,POLYNOMIAL,358276.1926530612,65.35322929171481,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.9,FRACTIONAL_POWER,1700198.662184179,-46584.76621415097,1,POLYNOMIAL,2218900.7363265306,330.2142617046657,0.8,FRACTIONAL_POWER,119.77854258395976,-1.481803448503286,0.1,FRACTIONAL_POWER,2295433.0403370718,-846324.151682086,0.7,FRACTIONAL_POWER,2.3824689694196097,0.3542363759505995,0
1,POLYNOMIAL,12487.05649575151,5.412305162904591,1,POLYNOMIAL,358016.3643341704,179.091476725898,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,2,LOG_POLYNOMIAL,1698084.11037054,0.9723184401871793,1,POLYNOMIAL,2217739.629999104,1036.6631347640055,1,POLYNOMIAL,120.85693734313988,-0.0035373319300258605,3,POLYNOMIAL,2302448.0322882743,0.027210019667304786,0.9,FRACTIONAL_POWER,2.442625983419743,-0.28528202466387065,0
0.9,FRACTIONAL_POWER,12358.687607928996,-90.86055368862193,1,POLYNOMIAL,355813.74470513995,76.44532776609223,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.9,FRACTIONAL_POWER,1663687.3480424832,-7278.127189169154,1,POLYNOMIAL,2203028.67749248,393.26714329308146,0.8,FRACTIONAL_POWER,120.36806474200199,-0.6314566951881894,0.8,FRACTIONAL_POWER,2271238.905609815,-41355.57623022296,8,POLYNOMIAL,2.45954774034169,-1.203997978808144e-17,0
1,POLYNOMIAL,12260.45493853981,1.5330879940060962,1,POLYNOMIAL,354840.50194375997,104.21427541463268,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,1633811.9266016008,8649.644822559727,1,POLYNOMIAL,2197922.356120796,553.9660911476178,0.2,FRACTIONAL_POWER,121.79400601949212,11.038555321888436,0.8,FRACTIONAL_POWER,2300275.3337729936,-116166.009918696,6,LOG_POLYNOMIAL,2.3876886834015414,-2.3179881213875746e-14,0
6,POLYNOMIAL,12352.060058217641,-1.1362856888037048e-07,3,POWER,360920.17846301454,-9.018237890604447e-12,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,4,LOG_POLYNOMIAL,1679191.143619704,0.048239777338952926,3,POWER,2227595.6734966272,-6.43916093174078e-11,0.3,FRACTIONAL_POWER,118.87354618891214,7.376472313458611,6,LOG_POLYNOMIAL,2286777.5307741165,0.00016767626864090695,4,POLYNOMIAL,2.4874078419972245,-1.112159176619459e-06,0
1,POLYNOMIAL,12336.0987755102,7.091812725090064,2,POLYNOMIAL,356527.0207239684,4.73351109613457,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0.9,FRACTIONAL_POWER,1698055.3388379929,-76695.82212654232,2,POLYNOMIAL,2208343.770058095,24.343890439026016,0,LOG_POLYNOMIAL,119.8637087409286,-0.15492145791669848,0.9,FRACTIONAL_POWER,2316084.4657308394,-97888.19224293437,2,POLYNOMIAL,2.426424251452405,-5.291118398649509e-05,0
0.8,FRACTIONAL_POWER,12454.162832209018,-207.75390075888703,1,POLYNOMIAL,357931.13897125283,32.47302313656893,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1669668.8757936223,55.222679505575265,1,POLYNOMIAL,2216631.4221752025,144.6683689148373,0,LOG_POLYNOMIAL,118.38018026536957,0.21332152486080758,0,LOG_POLYNOMIAL,2245890.1291844756,5377.52929385315,0,LOG_POLYNOMIAL,2.1195762238384197,0.03691113811591741,0
0.1,FRACTIONAL_POWER,12358.745233592195,-5427.184179299097,1,POLYNOMIAL,355249.16539706226,239.66695018578727,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1666471.2501551462,443.3008510377753,1,POLYNOMIAL,2201233.4735070816,1106.108057756848,0.1,FRACTIONAL_POWER,119.510224887107,-15.097331109931496,1,POLYNOMIAL,2290349.391535451,57.17473293187157,1,POLYNOMIAL,2.5461437333327215,-0.0008523558162186268,0
0,LOG_POLYNOMIAL,12398.23968209649,56.387686615321996,1,POLYNOMIAL,358626.30462061573,337.83757255865953,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1673043.495607318,1191.3819350796032,1,POLYNOMIAL,2221565.8467632025,1825.3901086924727,8,POLYNOMIAL,120.98713427107944,1.0030463093459285e-16,3,LOG_POLYNOMIAL,2319138.805666844,0.011080876491842633,5,LOG_POLYNOMIAL,2.448644627520324,-3.0783718143310093e-12,0
0,LOG_POLYNOMIAL,12304.596682806934,16.138597602217192,1,POLYNOMIAL,357551.3610731462,33.46289933773399,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,1635364.2853886764,9389.030338603638,1,POLYNOMIAL,2214440.4684392014,149.6155984976579,0,LOG_POLYNOMIAL,118.04195571384196,0.26289109971848595,0.9,FRACTIONAL_POWER,2320222.0775670386,-175640.0347489508,2,POLYNOMIAL,2.328043450267047,2.5597289470338627e-07,0
0.7,FRACTIONAL_POWER,12359.39498316313,-85.47191088033703,2,POLYNOMIAL,356789.16888045537,0.2522333578964842,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,LOG_POLYNOMIAL,1630942.8719482026,1506.03181884339,2,POLYNOMIAL,2209796.7254901966,1.1047611078595345,6,LOG_POLYNOMIAL,120.73588925274387,1.1272001957737065e-08,1,LOG_POLYNOMIAL,2241282.678613742,2364.3732002099764,1,LOG_POLYNOMIAL,2.577550240732723,-0.0051530863801849125,0
0,LOG_POLYNOMIAL,12568.323606247848,13.79591279486665,1,POLYNOMIAL,358992.87327642494,44.39357704068472,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1697688.4508910151,703.0601581164404,1,POLYNOMIAL,2224147.379210222,211.09477788439102,0,LOG_POLYNOMIAL,119.29134885796496,0.3815943513036443,1,POLYNOMIAL,2333934.9706594027,1270.6015461934587,0.8,FRACTIONAL_POWER,2.4543858357591573,-0.1661813046187175,0
0.9,FRACTIONAL_POWER,12529.8662951455,-198.51628975748437,1,POLYNOMIAL,357338.7827477461,44.35020496309052,0,LOG_POLYNOMIAL,0.0,0.0,0,LOG_POLYNOMIAL,0.0,0.0,1,POLYNOMIAL,1722488.7616080674,-577.8364975623367,1,POLYNOMIAL,2213250.508278286,209.21374893469473,2,LOG_POLYNOMIAL,120.07359305950769,8.08978025237373e-06,1,POLYNOMIAL,2386250.5650365585,-961.2711922542767,1,POLYNOMIAL,2.306677308044411,0.001853712354170091,0
